City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Isangel,VU,-19.55,169.2667,78.76,81,1,2.08,clear sky
348,Aklavik,CA,68.2191,-135.0107,-13.0,98,100,4.29,overcast clouds
349,Teknaf,BD,20.8624,92.3058,66.25,75,22,7.96,few clouds
350,Srednekolymsk,RU,67.45,153.6833,-9.78,100,59,2.57,broken clouds
351,Norman Wells,CA,65.282,-126.8329,-29.06,96,78,3.2,broken clouds
352,Ginda,IN,30.6945,78.4932,44.85,21,21,7.02,few clouds
353,Broadstairs,GB,51.3591,1.4394,49.78,78,69,1.99,broken clouds
354,Bilibino,RU,68.0546,166.4372,11.84,72,91,6.46,overcast clouds
355,Invermere,CA,50.5167,-116.0354,-12.64,80,100,2.44,overcast clouds
356,Ilulissat,GL,69.2167,-51.1,19.42,45,40,13.8,scattered clouds
357,Bulalacao,PH,12.3254,121.3435,77.99,86,99,17.36,overcast clouds
358,Pevek,RU,69.7008,170.3133,13.68,56,3,10.2,clear sky
359,Uyuni,BO,-20.4597,-66.825,57.76,32,10,6.33,clear sky
360,Khor,RU,47.8861,134.9464,-8.07,89,4,7.34,clear sky
361,Bermejo,AR,-32.8833,-68.8,86.74,26,1,5.86,clear sky
362,Celestun,MX,20.8667,-90.4,75.61,71,30,5.82,scattered clouds
363,Quatre Cocos,MU,-20.2078,57.7625,79.09,70,73,10.65,broken clouds
364,Woodward,US,36.4337,-99.3904,20.43,86,100,9.22,overcast clouds
365,Bud,US,39.447,-86.1758,32.83,76,95,2.68,overcast clouds
366,Tuatapere,NZ,-46.1333,167.6833,43.09,91,33,3.15,scattered clouds
367,Marzuq,YE,14.4,46.4667,65.34,34,23,5.5,few clouds
368,Mambatangan,PH,8.4333,124.8333,71.55,94,98,2.71,overcast clouds
369,Richards Bay,ZA,-28.783,32.0377,73.53,79,69,9.66,light rain
370,Key West,US,24.5557,-81.7826,82.4,83,75,14.97,broken clouds
371,Samarai,PG,-10.6167,150.6667,82.17,80,100,6.35,overcast clouds
372,Salinopolis,BR,-0.6136,-47.3561,84.07,68,30,8.08,scattered clouds
373,Sistranda,NO,63.7256,8.834,39.16,81,100,24.0,overcast clouds
374,Saskylakh,RU,71.9167,114.0833,-34.53,92,11,7.34,few clouds
375,Cherskiy,RU,68.75,161.3,18.19,64,38,5.7,scattered clouds
376,Havoysund,NO,70.9963,24.6622,26.83,81,100,11.61,overcast clouds
377,Bathsheba,BB,13.2167,-59.5167,84.81,84,40,19.57,light rain
378,Luanda,AO,-8.8368,13.2343,84.2,61,40,17.27,scattered clouds
379,Ejido,VE,8.5514,-71.2375,79.0,48,10,4.97,clear sky
380,Saint-Augustin,CA,51.226,-58.6502,32.27,68,10,17.94,clear sky
381,Semey,KZ,50.4111,80.2275,12.38,82,26,12.17,scattered clouds
382,Torbay,CA,47.6666,-52.7314,37.27,94,75,27.0,broken clouds
383,Nokaneng,BW,-19.6667,22.2667,89.19,28,98,0.92,overcast clouds
384,Kargat,RU,55.1956,80.2811,19.27,88,100,14.61,overcast clouds
385,Sahuaripa,MX,29.05,-109.2333,51.17,51,86,3.2,overcast clouds
386,Bubaque,GW,11.2833,-15.8333,81.5,59,0,15.3,clear sky
387,Dera Gopipur,IN,31.9,76.2167,53.85,44,0,2.8,clear sky
388,Khawhai,IN,23.3667,93.1167,45.12,79,74,2.39,broken clouds
389,Manta,EC,-0.95,-80.7333,76.78,83,75,2.3,broken clouds
390,San Quintin,MX,30.4833,-115.95,56.01,62,100,4.41,overcast clouds
391,Santa Maria Del Oro,MX,25.9333,-105.3667,48.06,47,14,3.33,few clouds
392,Yar-Sale,RU,66.8333,70.8333,-13.41,98,100,15.41,overcast clouds
393,Quibdo,CO,5.6947,-76.6611,79.83,86,93,2.04,overcast clouds
394,Camacha,PT,33.0833,-16.3333,69.22,64,20,4.61,few clouds
395,Melilla,ES,35.2937,-2.9383,65.21,65,91,4.65,overcast clouds
396,Maarianhamina,AX,60.0973,19.9348,37.26,100,100,8.05,overcast clouds
397,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,85,100,4.72,heavy intensity rain
398,Turbat,PK,26.0023,63.044,67.51,23,0,17.87,clear sky
399,Half Moon Bay,US,37.4636,-122.4286,46.31,91,100,5.75,mist
400,Tomakomai,JP,42.6369,141.6033,21.72,85,75,3.44,broken clouds
401,Rolla,US,37.9514,-91.7713,35.67,63,100,6.91,overcast clouds
402,Holetown,BB,13.1867,-59.6381,84.76,84,11,18.52,light rain
403,Namie,JP,37.4833,141.0,30.54,78,5,8.61,clear sky
404,Buluang,PH,13.3068,123.3425,74.21,91,100,3.58,overcast clouds
405,Yubari,JP,43.0378,141.9578,18.48,92,53,3.69,broken clouds
406,Kudahuvadhoo,MV,2.6708,72.8944,80.26,74,82,4.85,broken clouds
407,Saint-Philippe,RE,-21.3585,55.7679,80.19,83,87,11.18,light rain
408,Rawson,AR,-43.3002,-65.1023,81.3,38,99,17.65,overcast clouds
409,Andenes,NO,69.3143,16.1194,28.92,64,20,13.8,few clouds
410,Luderitz,NA,-26.6481,15.1594,74.88,55,0,32.17,clear sky
411,Metro,ID,-5.1131,105.3067,77.29,91,100,1.43,overcast clouds
412,Mogadishu,SO,2.0371,45.3438,80.19,77,9,17.11,clear sky
413,Birao,CF,10.2849,22.7882,93.83,13,13,4.05,few clouds
414,Kawambwa,ZM,-9.7915,29.0791,69.19,87,100,3.0,light rain
415,Yatou,CN,37.15,122.3833,38.48,83,100,12.35,overcast clouds
416,Maracacume,BR,-2.0428,-45.9592,91.31,47,44,4.41,scattered clouds
417,Kirakira,SB,-10.4544,161.9205,80.76,83,30,6.78,scattered clouds
418,Longhua,CN,23.6137,114.1919,58.57,60,100,2.8,overcast clouds
419,Fairlie,GB,55.756,-4.8556,47.17,76,67,11.99,broken clouds
420,Christiana,ZA,-27.914,25.1611,88.65,16,1,15.26,clear sky
421,Teseney,ER,15.11,36.6575,87.24,24,3,7.56,clear sky
422,Jaca,ES,42.569,-0.5499,51.12,81,99,5.32,light rain
423,Sorland,NO,67.667,12.6934,33.66,86,100,24.16,light snow
424,Bow Island,CA,49.8668,-111.3684,-24.52,97,100,2.89,overcast clouds
425,Codrington,AU,-38.2667,141.9667,58.3,67,100,13.56,overcast clouds
426,Sinjar,IQ,36.3209,41.8754,53.53,55,100,5.57,overcast clouds
427,Grindavik,IS,63.8424,-22.4338,30.67,69,75,40.29,broken clouds
428,Sao Bento,BR,-6.2833,-37.75,90.1,31,10,5.95,clear sky
429,Khuzhir,RU,53.1939,107.3397,12.52,62,83,11.7,broken clouds
430,Shenjiamen,CN,29.9576,122.298,52.68,74,98,9.73,overcast clouds
431,Shingu,JP,33.7333,135.9833,36.68,74,2,6.2,clear sky
432,Aykhal,RU,66.0,111.5,-26.77,100,99,4.5,overcast clouds
433,Ibra,OM,22.6906,58.5334,72.91,42,31,1.57,scattered clouds
434,Biak,ID,-0.9131,122.8766,77.59,83,91,1.68,overcast clouds
435,Rabo De Peixe,PT,37.8,-25.5833,66.27,100,75,16.11,broken clouds
436,Almaznyy,RU,48.0448,40.045,27.45,33,19,4.97,few clouds
437,Chippewa Falls,US,44.9369,-91.3929,2.17,80,0,8.05,clear sky
438,Xam Nua,LA,20.4197,104.0439,50.38,96,100,3.06,overcast clouds
439,Kepala Batas,MY,5.5171,100.4265,82.35,82,100,5.88,overcast clouds
440,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.49,89,94,4.54,overcast clouds
441,Aksha,RU,50.2814,113.2867,-4.43,91,69,3.62,broken clouds
442,Palora,EC,-1.7,-77.9333,69.91,52,100,2.91,overcast clouds
443,Lumphat,KH,13.4878,106.9816,72.18,75,23,4.99,few clouds
444,Ponta Delgada,PT,37.7333,-25.6667,67.5,88,75,16.11,broken clouds
445,Naze,JP,28.3667,129.4833,61.45,70,70,13.98,broken clouds
446,Kupang,ID,-10.1667,123.5833,80.69,74,99,8.9,overcast clouds
447,Tiznit,MA,29.5833,-9.5,69.84,23,77,6.98,broken clouds
448,Yulara,AU,-25.2406,130.9889,85.6,24,87,9.98,overcast clouds
449,Cidreira,BR,-30.1811,-50.2056,71.26,85,92,13.58,overcast clouds
450,Santa Lucia,ES,27.9117,-15.5407,66.76,49,0,5.75,clear sky
451,Doka,SD,13.5167,35.7667,88.29,21,60,6.91,broken clouds
452,San Buenaventura,MX,27.0833,-101.5333,57.47,58,1,1.66,clear sky
453,Kunming,CN,25.0389,102.7183,43.2,83,100,8.55,overcast clouds
454,Joensuu,FI,62.6012,29.7632,27.09,93,100,11.5,light snow
455,Miles City,US,46.4083,-105.8406,-10.23,77,100,0.0,overcast clouds
456,Nagornyy,RU,52.7959,83.5498,19.13,78,12,10.25,few clouds
457,Alekseyevka,RU,50.6309,38.6903,28.98,58,100,13.24,overcast clouds
458,Ferrol,ES,43.4832,-8.2369,61.32,75,97,9.78,overcast clouds
459,Mandurah,AU,-32.55,115.7,73.65,49,32,17.52,scattered clouds
460,Urubamba,PE,-13.3047,-72.1158,61.7,64,98,2.26,overcast clouds
461,Rozivka,UA,46.9385,35.7724,29.97,42,100,5.46,overcast clouds
462,Sault Sainte Marie,CA,46.5168,-84.3333,27.16,93,100,8.05,overcast clouds
463,Grand-Santi,GF,4.25,-54.3833,85.71,60,77,4.99,broken clouds
464,Byron Bay,AU,-28.65,153.6167,61.95,73,78,8.9,broken clouds
465,Patti,IN,31.2808,74.8572,51.87,32,0,4.03,clear sky
466,Chatra,IN,24.2167,84.8667,55.4,39,5,2.91,clear sky
467,Amapa,BR,1.0,-52.0,87.67,52,95,4.0,overcast clouds
468,Ziniare,BF,12.5822,-1.2983,89.24,10,90,13.13,overcast clouds
469,Tokur,RU,53.1333,132.9,-35.25,100,70,2.04,broken clouds
470,Nelson Bay,AU,-32.7167,152.15,62.01,81,4,4.0,clear sky
471,Larsnes,NO,62.2028,5.5773,46.0,75,99,8.19,overcast clouds
472,Kloulklubed,PW,7.0419,134.2556,75.7,76,67,8.19,broken clouds
473,Rundu,NA,-17.9333,19.7667,95.41,18,61,9.1,broken clouds
474,Eyl,SO,7.9803,49.8164,78.66,73,37,21.34,scattered clouds
475,Lata,PT,40.1629,-8.3327,62.08,90,72,7.16,broken clouds
476,Najran,SA,17.4924,44.1277,63.48,36,36,10.69,scattered clouds
477,Panama City,PA,8.9936,-79.5197,87.75,66,20,8.05,few clouds
478,Koroni,GR,36.8,21.95,53.31,50,20,1.92,few clouds
479,Mama,RU,58.3106,112.8986,-23.67,99,60,3.67,broken clouds
480,Wattegama,LK,6.7989,81.4808,73.35,92,100,4.74,overcast clouds
481,Dalvik,IS,65.9702,-18.5286,28.02,88,100,36.17,snow
482,Nome,US,64.5011,-165.4064,-5.73,84,40,0.0,scattered clouds
483,Waipawa,NZ,-41.4122,175.5153,54.59,95,100,10.67,light rain
484,Skibbereen,IE,51.55,-9.2667,48.11,61,39,23.6,scattered clouds
485,Uspenka,UA,48.3903,39.1619,29.53,37,51,5.68,broken clouds
486,Zhigansk,RU,66.7697,123.3711,-42.74,98,23,3.04,few clouds
487,Mabaruma,GY,8.2,-59.7833,79.75,80,100,5.39,overcast clouds
488,Pompeu,BR,-19.2244,-44.9353,68.7,92,100,10.63,overcast clouds
489,Avera,US,33.194,-82.5271,40.55,55,100,8.03,light rain
490,Abeche,TD,13.8292,20.8324,89.69,13,29,7.0,scattered clouds
491,Haines Junction,CA,60.7522,-137.5108,-30.62,100,100,0.4,overcast clouds
492,Labytnangi,RU,66.6572,66.4183,-4.59,78,100,16.62,overcast clouds
493,Zhangye,CN,38.9342,100.4517,18.09,63,6,4.18,clear sky
494,Teruel,ES,40.6667,-0.6667,49.37,60,100,16.17,overcast clouds
495,Impfondo,CG,1.6381,18.0667,88.72,44,87,1.1,overcast clouds
496,Marawi,PH,7.9986,124.2928,68.4,96,96,0.74,moderate rain
497,Harper,LR,4.375,-7.7169,83.07,71,31,9.33,light rain
498,Karratha,AU,-20.7377,116.8463,76.89,63,94,13.98,overcast clouds
499,Hirara,JP,24.8,125.2833,69.84,72,100,13.02,overcast clouds
500,Turochak,RU,52.2576,87.1224,32.27,98,100,1.54,overcast clouds
501,Anadyr,RU,64.75,177.4833,28.49,74,64,19.91,broken clouds
502,Dongning,CN,44.0622,131.1207,5.54,93,81,2.08,broken clouds
503,Sirjan,IR,29.452,55.6814,46.26,36,0,6.2,clear sky
504,Matagami,CA,49.7502,-77.6328,8.71,92,100,5.75,overcast clouds
505,Houston,US,29.7633,-95.3633,49.3,88,100,17.27,overcast clouds
506,Nago,JP,26.5881,127.9761,67.05,79,50,12.59,scattered clouds
507,Axim,GH,4.8699,-2.2405,84.61,66,65,9.55,broken clouds
508,Malanje,AO,-9.5402,16.341,78.69,56,74,7.05,broken clouds
509,Camocim,BR,-2.9022,-40.8411,89.31,52,69,13.38,broken clouds
510,Coquimbo,CL,-29.9533,-71.3436,67.73,72,20,14.97,few clouds
511,Santa Marta,CO,11.2408,-74.199,84.88,58,79,13.0,broken clouds
512,Livingstone,ZM,-17.8419,25.8543,87.78,34,100,4.83,overcast clouds
513,Kokopo,PG,-4.352,152.2633,76.82,87,100,4.56,light rain
514,Klaksvik,FO,62.2266,-6.589,43.72,84,52,18.34,broken clouds
515,Kieta,PG,-6.2167,155.6333,78.96,83,100,1.54,overcast clouds
516,Muzhi,RU,65.3667,64.6667,-4.25,83,100,15.93,overcast clouds
517,Lengshuijiang,CN,27.6881,111.4294,44.78,47,36,1.83,scattered clouds
518,Taber,CA,49.8167,-112.1518,-14.22,87,100,3.91,overcast clouds
519,Changping,CN,40.2186,116.2197,31.64,29,0,11.65,clear sky
520,Urucara,BR,-2.5364,-57.76,84.27,72,92,3.0,overcast clouds
521,Vilia,GR,38.1667,23.3333,45.0,63,52,20.58,broken clouds
522,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,83.77,63,85,5.06,overcast clouds
523,Baijiantan,CN,45.6333,85.1833,8.26,89,12,2.1,few clouds
524,Tura,IN,25.5198,90.2201,60.89,79,51,3.27,broken clouds
525,Kangasala,FI,61.4638,24.076,30.47,100,100,10.07,light snow
526,Mareeba,AU,-17.0,145.4333,71.44,90,100,4.45,overcast clouds
527,Quchan,IR,37.106,58.5095,36.81,86,78,10.29,broken clouds
528,Rancho Palos Verdes,US,33.7445,-118.387,56.55,46,100,3.0,overcast clouds
529,Oranjemund,NA,-28.55,16.4333,68.74,68,0,26.02,clear sky
530,San Cristobal,VE,7.7669,-72.225,73.58,47,24,5.86,few clouds
531,Yarada,IN,17.65,83.2667,73.72,100,3,2.3,mist
532,Alyangula,AU,-13.8483,136.4192,81.14,82,100,9.98,overcast clouds
533,Juncos,PR,18.2275,-65.921,83.91,80,48,1.99,scattered clouds
534,Lagos,NG,6.5833,3.75,90.68,39,77,7.16,broken clouds
535,Ylivieska,FI,64.0833,24.55,28.31,96,100,10.56,snow
536,Chegdomyn,RU,51.1167,133.0167,-29.97,99,19,2.08,few clouds
537,Lingao,CN,19.9103,109.6859,66.0,88,100,15.86,overcast clouds
538,Lorengau,PG,-2.0226,147.2712,80.94,76,100,4.43,overcast clouds
539,Kamenka,RU,51.3223,42.7678,23.63,74,88,10.89,overcast clouds
540,Hervey Bay,AU,-25.2986,152.8535,70.57,62,13,15.46,few clouds
541,Bagdarin,RU,54.4333,113.6,-18.13,97,52,3.65,broken clouds
542,West Fargo,US,46.875,-96.9004,-15.99,76,0,17.27,clear sky
543,Progreso,MX,21.2833,-89.6667,77.11,70,5,5.21,clear sky
544,Weligama,LK,5.9667,80.4167,77.25,88,99,3.74,light rain
545,Tautira,PF,-17.7333,-149.15,79.86,78,86,15.95,light rain
546,Cockburn Town,TC,21.4612,-71.1419,78.8,70,7,12.8,clear sky
547,Heiligenhafen,DE,54.3667,10.9833,49.05,89,100,15.93,overcast clouds
548,Los Andes,CL,-32.8337,-70.5983,79.02,36,11,7.9,few clouds
549,Blenheim,NZ,-41.516,173.9528,54.18,93,100,1.01,light rain
550,Deputatskiy,RU,69.3,139.9,-10.8,100,97,1.95,overcast clouds
551,Mercedes,AR,-34.6515,-59.4307,87.04,26,0,11.43,clear sky
552,Lalsk,RU,60.7415,47.5862,-8.59,100,25,1.77,scattered clouds
553,Brae,GB,60.3964,-1.353,46.38,78,72,15.21,light rain
554,Kitimat,CA,54.0524,-128.6534,-6.47,86,4,5.84,clear sky
555,Whitstable,GB,51.3607,1.0257,50.38,85,68,8.93,broken clouds
556,Olafsvik,IS,64.8945,-23.7142,31.1,69,98,46.04,overcast clouds
557,Port Lincoln,AU,-34.7333,135.8667,64.76,85,95,6.2,overcast clouds
558,Starosubkhangulovo,RU,53.1031,57.4423,-3.37,100,37,1.23,scattered clouds
559,Saint-Louis,SN,16.3333,-15.0,92.39,8,0,16.87,clear sky
560,Igrim,RU,63.1906,64.4162,3.72,94,100,13.85,light snow
561,Okhotsk,RU,59.3833,143.3,15.58,87,100,17.43,overcast clouds
562,Makakilo City,US,21.3469,-158.0858,70.2,68,20,20.71,light rain
563,Bilma,NE,18.6853,12.9164,76.84,21,4,7.05,clear sky
564,Kyaukse,MM,21.6,96.1333,71.92,63,58,3.8,broken clouds
565,El Alto,PE,-4.2714,-81.2147,74.86,63,100,7.61,overcast clouds
